place,city,country
Orthopedic Surgical Practice,Santa Barbara,US
Santa Monica Orthopedics and Sports Medicine Group,Santa Monica,US
Walnut Creek Orthopedics & Sports Medicine,Walnut Creek,US
Joint Preservation Institute,Walnut Creek,US
Muir Orthopaedic Specialists,Walnut Creek,US
Samimi Orthopedic Group,West Covina,US
Children's Hospital Colorado (BioCartilage),Aurora,US
Boulder Institute for Sports Medicine,Boulder,US
Advanced Orthopedic and Sports Medicine Specialists,Denver,US
Integrative Sports Medicine LLC,Fort Collins,US
Panorama Orthopedic & Spine Center,Golden,US
Steadman Hawkins Clinic,Greenwood Village,US
BioLOGIC Regenerative Medicine,Steamboat Springs,US
Orthopaedics of Steamboat Springs,Steamboat Springs,US
Advanced Orthopedics New England,Bloomfield,US
ONS,Greenwich,US
First State Orthopaedics,Newark,US
Morgan Kalman Clinic,Wilmington,US
Washington Orthopaedics & Sports Medicine,Washington,US
Medstar/Georgetown University,Washington,US
Ortho Stem Center,Aventura,US
Orthopaedic Surgery Associates,Boynton Beach,US
Coastal Orthopedics and Pain Management and Sports Medicine,Bradenton,US
North Tampa Orthopaedics & Sports Medicine,Brooksville,US
Sports Medicine Institute,Clermont,US
UHZ Sports Medicine Institute,Coral Gables,US
Joint Implant Surgeons of Florida,Fort Myers,US
Andrews Orthopaedic & Sports Medicine Center,Gulf Breeze,US
Advanced Shoulder Orthopaedics,Jupiter,US
First Choice Medical Group,Melbourne,US
OrthoMiami,Miami,US
Collier Sports Medicine,Naples,US
Frank McCormick MD,Pompano Beach,US
Orthopaedic Associates of St. Augustine,Saint Augustine,US
Florida Orthopedic Foot & Ankle Center,Sarasota,US
Tallahassee Orthopedic Clinic,Tallahassee,US
Champions Orthopedics,Augusta,US
Atlanta Orthopaedic Institute,Stockbridge,US
Valdosta Orthopedic Associates,Valdosta,US
Humphrey Shoulder Clinic,Eagle,US
Midwest Orthopedics at Rush,Chicago,US
Center for Athletic Medicine,Chicago,US
Fox Valley Orthopaedic Institute,Geneva,US
Surgery and Rehabilitation,Joliet,US
Illinois Bone and Joint Institute,Libertyville,US
Advanced Orthopedic and Spine Care,Oak Lawn,US
Midwest Orthopaedic Consultants,Orland Park,US
Southern Indiana Orthopedics,Columbus,US
Central Indiana Orthopedics,Muncie,US
KUMC,Kansas City,US
Orthopaedic and Sports Medicine Consultants,Leawood,US
Mid-America Orthopedics,Wichita,US
Advanced Orthopaedic Associates,Wichita,US
King's Daughters Medical Center,Ashland,US
BlueGrass Orthopedics,Lexington,US
Louisiana Orthopaedic Specialists,Lafayette,US
Coastal Orthopedics & Sports Medicine,Brunswick,US
OA center for Orthopedics,Portland,US
Maryland Sports Medicine Center,Olney,US
Chartered,Olney,US
Peninsula Orthopaedic Assoc.,Salisbury,US
Orthopedic Care Physician Network,. Easton,US
Ortho.Boston,Needham Heights,US
Boston Sports & Shoulder Center,Waltham,US
Ortho Michigan,Flint,US
River Valley Orthopedics,Grand Rapids,US
West Michigan Orthopedics,Grand Rapids,US
Mid-Michigan Orthopaedic Institution,Lansing,US
Michigan Center for Regenerative Medicine,Rochester Hills,US
Heartland Orthopedic Specialists,Alexandria,US
Summit Orthopedics,Maplewood,US
Columbus Orthopaedic Clinic,Columbus,US
Mississippi Sports Medicine,Jackson,US
Rush Foundation Hospital,Meridian,US
Starkville Orthopedic Clinic,Starkville,US
Orthopedic Surgeons Inc,Blue Springs,US
Regeneration Orthopedics,Chesterfield,US
The Orthopedic Center of St. Louis,Chesterfield,US
Columbia Orthopedic Group,Columbia,US
Missouri Orthopaedic Institute,Columbia,US
Advanced Orthopedic & Sports Medicine dba Sano,Lee's Summit,US
Bluetail Medical Group,Saint Louis,US
Motion Orthropaedics,Saint Louis,US
St. Peters Bone & Joint,Saint Peters,US
Bridger Orthopaedic and Sports Medicine,Bozeman,US
Desert Orthopaedic Center,Las Vegas,US
Total Sports Medicine,Las Vegas,US
Lourdes Medical Assoc.,Burlington,US
07452 Glen Rock,United States,
Mercer-Bucks Orthopaedics,Lawrence,US
Seaview Orthopedics,Ocean City,US
Skyview Orthopedic Associates,Sparta,US
Las Cruces Orthopaedic Associates,Las Cruces,US
Taos Orthopaedic Institute,Taos,US
Capital Region Orthopaedics,Albany,US
NY Orthopedics,New York,US
Regional Orthopedics,Staten Island,US
Asheville Orthopedic Associates,Asheville,US
Southeastern Sports Medicine & Orthopedics,Asheville,US
Appalachian Regional,Boone,US
OrthoCarolina,Charlotte,US
The Cleveland Shoulder Institute #2,Beachwood,US
Adena Bone & Joint Center,Chillicothe,US
Beacon Orthopaedics and Sports Medicine LTD,Cincinnati,US
The Cleveland Shoulder Institute,Cleveland,US
OhioHealth Orthopedic Surgeons,Columbus,US
Toledo Orthopaedic Surgeons,Toledo,US
Southern Oregon Orthopedics,Medford,US
Sports Medicine Oregon,Tigard,US
Coordinated Health,Allentown,US
Armstrong County Memorial Hospital,Kittanning,US
Burke and Bradley Orthopedics,Pittsburgh,US
UPMC-St. Margarets Hospital,Pittsburgh,US
So County Orthopaedics,Wakefield,US
McLeod Health,Florence,US
CNOS,Dakota Dunes,US
Bone and Joint Institute of Tennessee,Franklin,US
Tennessee Orthopaedic Clinics,Knoxville,US
OrthoKnox,Knoxville,US
Aubrey Smith Orthopedics,Amarillo,US
Austin Sports Medicine,Austin,US
Austin Shoulder Institute,Austin,US
Texas Health,Fort Worth,US
Craig Ranch Orthopaedics,Frisco,US
Laredo Sports Medicine Clinic,Laredo,US
Center for Orthopedic Surgery,Lubbock,US
TTUHSC Department of Orthopedics,Lubbock,US
Children's Health,Plano,US
OSSMSA,San Antonio,US
The San Antonio Orthopaedics Group,San Antonio,US
The San Antonio Orthopaedic Group,San Antonio,US
Sterling Ridge Orthopaedics & Sports Medicine,Spring,US
Advent Healthcare,Waco,US
Waco Orthopedic & Sports Medicine Clinic,Waco,US
Heiden Orthopedics,Salt Lake City,US
Mansfield Orthopaedics,Waterbury,US
Anderson Clinic,Arlington,US
G2 Orthopedics and Sports Medicine,Glen Allen,US
National Sports Medicine Institute,Lansdowne Town Center,US
Advanced Orthopedics,Richmond,US
Atlantic Orthopaedic Specialists,Virginia Beach,US
Virginia Institute for Sports Medicine,Virginia Beach,US
Orthopedics International,Kirkland,US
The Sports Medicine Clinic,Seattle,US
Weirton Medical Center,Weirton,US
Prevea Health,Green Bay,US
Mercy Health System,Janesville,US
Bethesda Hospital,Claremont,AU
Ordination Dr. Barthofer,Linz,AT
Ordination Dr. Schurz,Vienna,AT
MZA- Medizinzentrum Alserstrasse,Wien,AT
Sint Jozefskliniek,Izegem,BE
Medisch Centrum Latem,SintMartensLatem,BE
Fortius Sport & Health,Burnaby,CA
Durham Sports Specialists,Ajax,CA
Jason Smith Medical Corporation,Scarborough,CA
Isar Ortho Zentrum,Munich,DE
Beta-Klinik Bonn,Bonn,DE
Beta Clinic,Bonn,DE
Gemeinschaftspraxis Königsallee,Düsseldorf,DE
Promedi Orthopaedie,Frankenthal,DE
Diakonie-Klinikum Bethesda,Freudenberg,DE
OPD Großhansdorf,Grosshansdorf,DE
Ortho Centrum Hamburg,Hamburg,DE
Orthocentrum Hamburg,Hamburg,DE
Dr. Med. W. Franz,Kaiserslautern,DE
Lubinus Clinicum,Kiel,DE
PAN-Klinik Köln,Koeln,DE
Praxis Dr . Enneper,Koln,DE
Orthopädie am Gürzenich,Köln,DE
Gemeinschaftspraxis Mediapark,Köln,DE
OPPK,Muenster,DE
Orthopädie am Stiglmaierplatz,Munchen,DE
Praxis Dres. Rucker & Vogel,Munich,DE
MVZ,Nurnberg,DE
COVZ Quickborn,Quickborn,DE
Artos Gemeinschaftspraxis,Regensburg,DE
OTC Regensburg,Regensburg,DE
Orthopädische Klinik König-Ludwig-Haus,Wurzburg,DE
Kokilaben Hospital & Medical Research Institute,Mumbai,IN
Oyster & Pearl Hospital,Mumbai,IN
Sports Surgery Clinic,Dublin,IE
Ospedale Generale Regionale F. Miulli,Acquaviva Delle Fonti,IT
Instituti Ortopedici Rizzoli,Bologna,IT
Instituto Clinico Citta di Brescia,Brescia,IT
Ospedale Università CAMPOBASSO,Campobasso,IT
Ospedale Università,Campobasso,IT
Centro Clinico Diagnostico G.B. Morgagni,Catania,IT
Cto Firenze,Firenze,IT
CTO Firenze,Florence,IT
Ospedale Villa Igea Forli,Forli,IT
Ospedale Galliera GENOVA,Genova,IT
Giomi ICOT,Latina,IT
Latina,Latina,IT
C.O.T. Cure Ortopediche Traumatologiche,Messina,IT
Ospedale Gaetano Pini MILANO,Milano,IT
Ospedale Gaetano Pini,Milano,IT
Ospedale S. Donato M.,Milano,IT
Ospedale Città di Parma,Parma,IT
Policlinico S. Matteo PAVIA,Pavia,IT
Clinica Mater Dei ROMA,Roma,IT
Ospedale Gemelli ROMA,Roma,IT
ROMA Sant' Andrea,Roma,IT
University Sapienza of Rome,Roma,IT
Clinica Mater Dei,Rome,IT
Ospedale Gemelli,Rome,IT
Clinica Rizzola,San Dona di Piave,IT
Ospedale S. Donato M. MILANO,San Donato Milanese,IT
Ospedale Nuovo SASSUOLO,Sassuolo,IT
Ospedale Nuovo,Sassuolo,IT
Ospedale Koelliker TORINO,Torino,IT
CTO Turino,Turin,IT
Ospedale Koelliker,Turin,IT
Ospedale Negrar VERONA,Verona,IT
Ospedale Negrar,Verona,IT
Galen Ortopedia,Bierun,PL
Praktyka Lekarska Maciej Kamiński,Koscian,PL
Conrad Slynarski,Warszawa,PL
Alberlito Hospital,Ballitoville,ZA
NMK Orthopaedics,Berea,ZA
Sports Science Institute of ZA,Cape Town,ZA
Hillcrest Private Hospital,Durban,ZA
Inkosi Albert Luthuli Hospital,Durban,ZA
Life Entabeni Hospital,Durban,ZA
Mediclinic Howick,Howick,ZA
Walk A Mile Centre For Advanced Orthopaedics,Lyttelton,ZA
Maritzburg Orthopaedic Centre,Northdale,ZA
Drs Beekarun Moodley Rajah And Partners,Pinetown,ZA
Cape Shoulder Institute,Plattekloof,ZA
Netcare Moot Hospital,Rietfontein,ZA
Centre for Sports Medicine and Orthopaedics,Rosebank,ZA
Center for Sports Medicine & Orthopaedics,Rosebank,ZA
Umhlanga Medical Centre,Umhlanga,ZA
Westville Hospital,Westville,ZA
Praxis Orthopädie am Rhy,Basel,CH
Orthopädie Balsberg,Glattbrugg,CH
Orthopädische Praxis Lenzburg,Lenzburg,CH
FussZentrum Hirslanden,Zurich,CH
Zentrum für Orthopädie & Sport,Zurich,CH
Martyn Snow,Birmingham,GB
Aberdeen Orthopaedic Network LLP,Aberdeen,GB
The Dearing Clinic,Ayr,GB
Hampshire Clinic,Basingstoke,GB
Royal Orthopaedic Hospital,Birmingham,GB
Various Private Medical Centres,Bromley,GB
Addenbrooke´s Hospital,Cambridge,GB
Ashford and St. Peter NHS Trust,Chertsey,GB
haroldbones1@gmail.com Highgate,,GB
Highgate Hospital,Highgate,GB
Calderdale and Huddersfield NHS Trust,Huddersfield,GB
Nuffield Health Leeds Hospital,Leeds,GB
The Bone and Joint Centre,Liverpool,GB
St. George´s Hospital,London,GB
BMI Clementine Churchill Hospital,Middlesex,GB
Surrey Orthopaedic Clinic,Ottershaw,GB
NDORMS,Oxford,GB
Circle Hospital,Reading,GB
Mackay Orthopaedic Associates,Stirling,GB
MacKay Orthopaedic Associates,Stirling,GB
Walsall Manor Hospital,Walsall,GB
The Windsor Knee Clinic,Windsor,GB
Windsor Knee Clinic,Windsor,GB
Arthrex,Inc.,
Istituto Nazionale dei Tumori - IRCCS Fondazione,Milano,IT
Istituto Nazionale dei Tumori - IRCCS Fondazione Pascale S.C.,Napoli,IT
"AOU ""Maggiore della Carità"" di S.C. di Oncologia",Novara,IT
AO San Camillo and Forlanini Hospitals,Roma,IT
Presidio Ospedaliero Santa Chiara,Trento,IT
Azienda Ospedaliera Universitaria Integrate Verona (AOUI),Verona,IT
Hospital de Torrecárdenas,Almería,ES
Hospital Univ. de Guadalajara,Guadalajara,ES
Centro Integral Oncológico Clara Campal - Hospital Universitario HM Sanchinarro,Madrid,ES
Hospital Universitario Puerta de Hierro-Majadahonda,Majadahonda,ES
Complejo Hospital Universitario de Santiago de Compostela,Santiago De Compostela,ES
Hôpital Fribourg HFR,Fribourg,CH
Fondazione Oncologia / Oncologia ematologia,Locarno,CH
Hôpital du Valais (Sion et Martigny),Sion,CH
UH Magdeburg,Magdeburg,DE
Gelderse Vallei,Ede,NL
Maxima MC,Eindhoven,NL
KSA,Aarau,CH
USB,Basel,CH
Insel,Bern,CH
HFR,Fribourg,CH
HCUGE,Geneva,CH
KSL,Luzern,CH
UMCG / HOVON,,
502.373.0534 The Canberra Hospital,Woden,AU
502.373.0536 Royal Prince Alfred Hospital,Camperdown,AU
502.373.0544 Coffs Harbour Cardiovascular Clinic,Coffs Harbour,AU
502.373.0538 Concord Repatriation General Hospital,Concord,AU
502.373.0539 Central Coast Neuroscience Research,Gosford,AU
502.373.0556 Gosford Hospital,Gosford,AU
502.373.0542 St. George Hospital,Kogarah,AU
502.373.0552 St George Private Hospital,Kogarah,AU
502.373.0559 St George Hospital - Dept of Clinical Pharmacology,Kogarah,AU
502.373.0528 John Hunter Hospital,Newcastle,AU
502.373.0535 The Prince of Wales Hospital,Randwick,AU
502.373.0533 Royal North Shore Hospital,St Leonards,AU
502.373.0549 Illawarra Regional Hospital,Wollongong,AU
502.373.0523 The Prince Charles Hospital,Chermside,AU
502.373.0524 Royal Brisbane Hospital,Herston,AU
502.373.0526 Peninsula Clinical Research Centre,KippaRing,AU
502.373.0540 Gold Coast Hospital,Southport,AU
502.373.0521 Princess Alexandra Hospital,Woolloongabba,AU
502.373.0546 Flinders Medical Centre,Bedford Park,AU
502.373.0550 Repatriation General Hospital,Daw Park,AU
"502.373.0551 Port Lincoln ""The Investigator"" Clinic",Port Lincoln,AU
502.373.0529 Launceston General Hospital,Launceston,AU
502.373.0531 Box Hill Hospital,Box Hill,AU
502.373.0548 The Northern Hospital,Epping,AU
502.373.0522 The Geelong Hospital,Geelong,AU
502.373.0520 Royal Melbourne Hospital,Parkville,AU
502.373.0525 The Alfred Hospital,Prahran,AU
502.373.0532 Baker Medical Research Centre,Prahran,AU
502.373.0557 Maroondah Hospital,Ringwood East,AU
502.373.0537 Austin & Repatriation Medical Centre,West Heidelberg,AU
502.373.0547 Fremantle Hospital,Fremantle,AU
502.373.0530 Sir Charles Gairdner Hospital,Nedlands,AU
502.373.0545 Royal Perth Hospital,Perth,AU
502.373.0071 Peter Lougheed Centre,Calgary,CA
502.373.0020 CHA/University Hospital,Edmonton,CA
502.373.0073 Alder Medical Centre,Campbell river,CA
502.373.0062 Gain Medical Centre,Coquitlam,CA
502.373.0046 Interior Clinical Research Consultants Ltd,Kelowna,CA
502.373.0038 New West Cardiac Research,New Westminster,CA
502.373.0048 Suite 100,North Vancouver,CA
502.373.0002 Penticton Regional Hospital,Penticton,CA
502.373.0009 Vancouver Hospital,Vancouver,CA
502.373.0003 Discovery Clinical Services Ltd,Victoria,CA
502.373.0050 St. Pierre Medical Clinic,St. Pierre,CA
502.373.0077 Health Science Centre Diabetes Research Group,Winnipeg,CA
502.373.0005 Dr. Jeffrey Hiscock,ST John's,CA
502.373.0006 The General Hospital,St. John's,CA
502.373.0056 Antigonish Clinical Trials,Antigonish,CA
502.373.0045 Queen Elizabeth II HSC,Halifax,CA
502.373.0031 Brampton Research Associates,Brampton,CA
502.373.0011 St. Joseph's Hospital Cardiac Research,Hamilton,CA
502.373.0034 HGH McMaster Clinic,Hamilton,CA
502.373.0035 Hamilton Medical Research,Hamilton,CA
502.373.0064 Chedoke Hospital,Hamilton,CA
502.373.0085 HGH McMaster Clinic,Hamilton,CA
502.373.0024 London HSC - University Hospital,London,CA
502.373.0044 Mississauga Clinical Research Centre,Mississauga,CA
502.373.0043 Fraser Clinical Trial Inc,New Westminster,CA
502.373.0032 New Market Cardiology Research Grp,Newmarket,CA
502.373.0037 Niagara Falls Medical Centre,Niagara Falls,CA
502.373.0054 Orleans Medical-Dental Centre,Orleans,CA
502.373.0058 Medical Sciences Building,Oshawa,CA
502.373.0063 Paradigm Clinical Trials,Oshawa,CA
502.373.0029 Riverside Professional Building,Ottawa,CA
502.373.0051 Merivale Cardiovascular Consultants,Ottawa,CA
502.373.0040 Etobicok Cardiology,Rexdale,CA
502.373.0023 Group Health Centre - Clinical Trials,Sault Ste Marie,CA
502.373.0039 Scarborough Cardiology Research,Scarborough,CA
502.373.0007 Sudbury Cardiac Research,Sudbury,CA
502.373.0061 CLIKS Medical Research Corp,Thunder Bay,CA
502.373.0042 Sunnybrook & Woman's College Health Science Centre,Toronto,CA
502.373.0083 St. Michael's Hospital,Toronto,CA
502.373.0052 Dr. Bruce Lubelsky,Willowdale,CA
502.373.0008 Windsor Health Clinic,Windsor,CA
CUSE 3001,Fleurimont,CA
502.373.0076 Centre Hospitalier de Vallees de l'Outaouais Gatineau,Gatineau,CA
502.373.0057 Centre De Recherche Clinique,Laval,CA
502.373.0033 Clinique de Cardiologie de Levis,Levis,CA
502.373.0010 Recherche Invascor,Longueuil,CA
502.373.0013 Suite 170,Longueuil,CA
502.373.0014 Via Car Recherche Clinique Inc,Longueuil,CA
502.373.0015 C/O Peter Carmichael,Longueuil,CA
502.373.0016 Suite 170,Longueuil,CA
502.373.0017 Suite 170,Longueuil,CA
502.373.0086 Via Car Recherche Clinique Inc,Longueuil,CA
502.373.0018 Montreal Heart Institute,Montreal,CA
502.373.0021 Medi - recherche Inc.,Montreal,CA
502.373.0022 CHUM - Hotel Dieu,Montreal,CA
502.373.0025 Hopital Maisonneuve Rosemont,Montreal,CA
502.373.0079 Jewish General Hospital,Montreal,CA
502.373.0027 Ctr Hospitalier Beauce Etchemin,St George de Beauce,CA
502.373.0012 Hopital Laval - Institute Cardiologie de Quebec,SteFoy,CA
502.373.0026 Centre hospitalier Pierre-Le Gardeur,Terrebonne,CA
502.373.0072 Chra,Thetford Mines,CA
502.373.0053 Mount Royal Clinic,Saskatoon,CA
502.373.0055 Specialists - Internal Medicine,Saskatoon,CA
502.373.0066 SDRI - University of Saskatchewan,Saskatoon,CA
502.373.0067 SDRI - University of Saskatchewan,Saskatoon,CA
502.373.0068 SDRI - University of Saskatchewan,Saskatoon,CA
502.373.0070 SDRI - University of Saskatchewan,Saskatoon,CA
502.373.0030 Portage Clinical Studies,Manitoba,CA
502.373.0028 Hop. Du St. Sacrement,Quebec,CA
502.373.0041 Recherches Clinicar Inc.,Quebec,CA
502.373.0080 Polyclinique vasculaire Centre hospitalier universitaire de,Quebec,CA
502.373.0084 CHA-Hopital de l'Efant-Jesus,Quebec,CA
502.373.1093 Cabinet Médical,Albens,FR
502.373.1090 Cabinet Médical,Beziers,FR
502.373.1075 Cabinet Médical,Bourges,FR
502.373.1091 Cabinet Médical,Broglie,FR
502.373.1097 Cabinet Médical,Castelnaudary,FR
502.373.1089 Cabinet Médical,Gemenos,FR
502.373.1099 Cabinet Médical,Husseren Wesserlin,FR
502.373.1094 Cabinet Médical,Hyeres,FR
502.373.1078 Cabinet Médical des Tanneurs,L'Aigle,FR
502.373.1096 Cabinet Médical,La Rochelle,FR
502.373.1081 Cabinet Médical,Le Pradet,FR
502.373.1083 Cabinet Médical,Murs Erigne,FR
502.373.1084 Cabinet Médical,Nantes,FR
502.373.1086 Cabinet Médical,Nantes,FR
502.373.1080 Cabinet Médical,Niort,FR
502.373.1095 Cabinet Médical,Ortez,FR
502.373.1079 Cabinet Médical,Paris,FR
502.373.1088 Cabinet Médical,Rennes,FR
502.373.1098 Cabinet Médical,Rosiers d'Egletons,FR
502.373.1085 Cabinet Médical,Saint Julien des Landes,FR
502.373.1076 Cabinet Médical La Grande Ramée,Saint Martin dHyeres,FR
502.373.1092 Cabinet Médical de St Pierre,Saint Pierre de Chandieu,FR
502.373.1077 Cabinet Médical,Saint Romain sur Cher,FR
502.373.1087 Cabinet Médical,Strasbourg,FR
502.373.1082 Cabinet Médical,Tours,FR
502.373.1717 Adelaide & Meath Hospitals,Dublin,IE
502.373.1714 Dept. of Clinical Pharmacology,Dublin,IE
502.373.1719 Pulmonary Function Laboratory,Dublin,IE
502.373.1720 Mallow General Hospital,Mallow,IE
"502.373.1257 Ospedale ""Mazzoni""",Ascoli Piceno,IT
502.373.1259 Ospedale di Bentivoglio,Bentivoglio (BO),IT
"502.373.1255 Ospedale ""S. Orsola Malpighi""",Bologna,IT
502.373.1278 Ospedale Bellaria,Bologna,IT
502.373.1275 A.O. Spedali Civili di Brescia -Univ. degli studi di Brescia,Brescia,IT
502.373.1261 Ospedale Civile di Casarano,Casarano (LE),IT
502.373.1252 Azienda Ospedaliera di Caserta,Caserta,IT
502.373.1254 Ospedale di Città della Pieve,Città della Pieve (PG),IT
"502.373.1262 Arcispedale ""S. Anna""",Ferrara,IT
"502.373.1250 Ospedale Civile ""S. Polo""",Monfalcone (go),IT
"502.373.1266 Azienda Universitaria Policlinico ""Federico II""",Napoli,IT
502.373.1267 Azienda Universitaria Policlinico II,Napoli,IT
502.373.1269 Università Federico II,Napoli,IT
502.373.1279 Asl Na 1,Napoli,IT
"502.373.1264 Presidio Ospedaliero ""Villa Sofia""",Palermo,IT
502.373.1265 IRCCS - Policlinico S. Matteo,Pavia,IT
502.373.1253 Istituto di Ricovero a Carattere Scientifico Neuromed- IRCCS,Pozzilli (IS),IT
502.373.1263 Policlinico Umberto I,Roma,IT
"502.373.1268 Ospedale ""S. Spirito""",Roma,IT
502.373.1270 Policlinico di Tor Vergata,Roma,IT
"502.373.1273 A.O. ""S. Camillo de Lellis""",Roma,IT
"502.373.1260 Ospedale ""N. Melli""",S. Pietro Vernotico (BR),IT
502.373.1256 Ospedale Civile SS. Annunziata - USL 1,Sassari,IT
"502.373.1277 A.S.O. ""S. Giovanni Battista""",Torino,IT
502.373.1272 Ospedale di Circolo di Varese,Varese,IT
502.373.1271 Ospedale Civile,Venezia,IT
502.373.1276 Ospedale Belcolle,Viterbo,IT
502.373.0501 Middlemore Hospital,Otahuhu Auckland,NZ
502.373.0505 Tauranga Study Centre,Tauranga,NZ
502.373.20004 Fana Hjertesenter,Nesttun,NO
502.373.20001 Stavanger Universitetssykehus,Stavanger,NO
502.373.20002 Tvedestrand Legesenter,Tvedestrand,NO
Avd. Tønsberg,Tønsberg,NO
502.373.0702 De La Salle University Medical Center,Cavite,PH
502.373.0700 Philippine General Hospital,Manila,PH
Room 3 Annex,Manila,PH
502.373.0705 The Medical City,Pasig City,PH
502.373.0703 Philippine Heart Center,Quezon City,PH
Room 821,Quezon City,PH
502.373.1402 Hospital Garcia de Orta,Almada,PT
502.373.1400 Hospital Fernando Fonseca,Amadora,PT
502.373.1411 Hospital de Santa Cruz,Carnaxide,PT
502.373.1408 Hospitais da Universidade de Coimbra,Coimbra,PT
502.373.1406 Hospital Distrital de Faro Geral,Faro,PT
502.373.1403 Hospital de Santa Marta,Lisboa,PT
502.373.1409 Hospital de Santa Maria,Lisboa,PT
502.373.1401 Unidade Local de Saúde de Matosinhos,Matosinhos,PT
502.373.1410 Hospital de Santo António,Porto,PT
